Customer Name ,Name,Item,Description,Amount,Status,Sales Rep,Support End Date [NEW],Date,Completion Date ,Internal ID,Support Start Date  [New]
"Nationwide Children's Hospital, Inc.","11084 Nationwide Children's Hospital, Inc. : NCH - Toledo Conference Room",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1080,Billed,Brian Moloney,10/31/2025,2/23/2024,8/29/2024,9953,8/29/2024
L'OREAL USA INC.,111 L'OREAL USA INC. : PAGING/TORNADO UPGRADES,Onsite Support,Onsite Troubleshooting,2000,Billed,RICHARD T EARLY,,10/15/2020,4/27/2021,2124,4/27/2021
Major Health Partners,11107 Major Health Partners : Sycamore Extron Switcher repair,Onsite Support,Onsite Troubleshooting,750,Closed,Whitney Turso,,1/12/2024,4/4/2024,9577,4/4/2024
"Nationwide Children's Hospital, Inc.","11120 Nationwide Children's Hospital, Inc. : NCH - Stecker Auditorium",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",12000,Pending Billing/Partially Fulfilled,Brian Moloney,,4/15/2024,,10412,
"Nationwide Children's Hospital, Inc.","11120 Nationwide Children's Hospital, Inc. : NCH - Stecker Auditorium",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",648,Pending Fulfillment,Brian Moloney,,11/7/2024,,10412,
"Nationwide Children's Hospital, Inc.","11120 Nationwide Children's Hospital, Inc. : NCH - Stecker Auditorium",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",760,Pending Billing/Partially Fulfilled,Brian Moloney,,11/7/2024,,10412,
"Nationwide Children's Hospital, Inc.","11120-1 Nationwide Children's Hospital, Inc. : NCH - Stecker Auditorium",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2080,Billed,Brian Moloney,10/31/2025,4/9/2024,11/18/2024,10365,11/18/2024
Trace3,11138 Trace3 : New Vista Conf Room: Annual Service Contract,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5000,Billed,BRAD  COOPER,1/15/2025,3/4/2024,,10031,
ATC,11140 ATC : HQ AV Support 2024,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9000,Pending Fulfillment,BRAD  COOPER,3/31/2025,2/1/2024,,9761,
KROGER COMPANY,11192 KROGER COMPANY : 2024 MTR Room Tier 3 support-Rooms added in 2023,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,20212.5,Billed,PATRICK D FRIEND,,1/19/2024,,9652,
KROGER COMPANY,11192 KROGER COMPANY : 2024 MTR Room Tier 3 support-Rooms added in 2023,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,9182.25,Billed,PATRICK D FRIEND,,1/19/2024,,9652,
KROGER COMPANY,11192 KROGER COMPANY : 2024 MTR Room Tier 3 support-Rooms added in 2023,Kroger MTR Support-Tier 3,Microsoft Team Room support-Tier 3 for Kroger installations. Description of services is outlined in attachment.,17640,Billed,PATRICK D FRIEND,,1/19/2024,,9652,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2200,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",15000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",9000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1200,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",3000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
Endress & Hauser,11210-Office Endress & Hauser : Innovation Center - 31 Offices,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,8/31/2027,8/1/2024,,11459,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",929,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",6000,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",5500,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1500,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",2500,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
"George E. Booth Co, Inc","11211-Office George E. Booth Co, Inc : Innovation Center Offices",Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1500,Pending Billing/Partially Fulfilled,ANDREA  NICHOLSON,9/30/2025,8/6/2024,,11492,
Duke Energy,11216 Duke Energy : Plainfield Basement - Sunrise A AV,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",7000,Billed,ANDREA  NICHOLSON,7/31/2027,3/15/2024,8/16/2024,10162,8/16/2024
Central Indiana Community Foundation,11218 Central Indiana Community Foundation : Basement Conference Rooms,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",8250,Pending Fulfillment,ANDREA  NICHOLSON,11/29/2027,9/9/2024,11/29/2024,11793,11/29/2024
Central Indiana Community Foundation,11219 Central Indiana Community Foundation : CEO Conference Room,Extended Support Agreement,"3-Year Extended Support Agreement  Tier 1, 2 and 3 Phone / Video Support Tier 2, and 3 Dispatch - Onsite Support Asset Management - Full System Warranty Firmware/ Software Management Servicenow Ticket Management & Reporting *Remote monitoring available with licensing purchase*  ",1500,Billed,ANDREA  NICHOLSON,5/31/2027,3/8/2024,5/23/2024,10092,5/23/2024
"CINCINNATI BENGALS, INC.","1656 CINCINNATI BENGALS, INC. : Gameday Sound",Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,135000,Billed,PATRICK D FRIEND,,7/28/2021,7/28/2021,3327,7/28/2021
GRAVITY DIAGNOSTICS,1719 GRAVITY DIAGNOSTICS : BREAK ROOM VIDEO WALL & LARGE CONF ROOM ONLY,Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,32700,Billed,PATRICK D FRIEND,3/31/2025,9/3/2021,3/28/2022,3534,3/28/2022
Campbell County Cooperative Extension,187 Campbell County Cooperative Extension : Room Technology Upgrades Projector Options,Standard Support Agreement,Standard Support Agreement Terms: * Priority Onsite Support (within 8 business hours; M-F: 8am to 5pm). * Tech Support by phone within 2 business hours (when applicable). * Bi-annual Preventative Maintenance Visits.  * Repairs of Faulty Equipment (excluding obsolete equipment). * Materials and/or repair parts  * Software Updates when applicable / necessary  * Provide loaner equipment when a piece goes out for repair (dependent on loaner equipment availability). * Unlimited End User Training  * Shipping coverage for equipment to/from manufacturer repair facilities.  * Provide proper recycling for covered equipment.,0,Billed,ROCKY PANGALLO,,11/20/2020,4/27/2021,2330,4/27/2021
